59:6,3,2,1,5,6,5,7,3,6,8,7,5,4,2,9,7,7,1,7,6,1,4,7,6,8,7,5,7,3
60:2,9,5,1,1,8,8,3,7,2,1,8,7,6,6,1,2,1,3,5,4,2,4,7,7,1,7,9,6,2
61:8,1,9,4,1,4,8,7,7,5,2,4,1,3,3,5,8,5,1,3,9,3,4,4,4,9,7,4,4,7
62:9,2,2,7,3,5,2,5,3,3,2,7,6,9,7,8,8,4,1,2,3,5,3,1,8,2,4,2,5,4
63:1,5,3,8,3,5,4,5,2,4,8,5,3,2,5,6,4,4,6,6,8,3,3,5,5,6,9,9,8,5
64:7,9,8,4,6,5,4,1,9,7,4,6,5,5,1,1,4,6,7,9,4,4,6,2,1,2,7,6,9,3
65:4,3,8,2,2,6,1,3,3,5,7,6,4,9,9,4,2,3,2,6,3,3,9,9,5,9,2,5,2,8
66:9,5,6,3,1,8,4,2,2,1,2,3,9,5,4,2,6,8,4,5,8,2,1,4,1,7,5,9,5,9
67:6,7,5,7,4,2,4,7,1,2,2,1,7,6,2,3,6,4,3,3,4,7,6,5,3,2,1,9,7,1
68:9,8,1,6,9,8,9,3,9,2,2,2,1,4,9,2,9,6,8,6,7,7,6,7,2,1,6,4,5,5
69:8,6,6,3,4,5,5,7,1,5,1,4,6,3,8,9,9,7,4,6,9,9,4,3,8,6,2,8,2,8
70:5,2,3,3,8,1,4,5,8,6,8,6,8,1,9,4,2,1,6,9,8,9,6,9,3,8,7,9,9,7
71:5,3,4,6,6,5,3,5,4,6,3,5,1,8,1,4,4,2,5,8,2,5,2,7,7,6,1,3,3,4
72:6,7,3,4,2,7,4,3,1,5,1,9,7,2,4,8,2,4,7,4,3,1,8,9,5,4,5,6,7,1
73:1,8,5,4,5,8,6,6,2,5,4,7,7,9,2,5,5,9,9,3,5,8,4,3,1,7,8,1,5,9
74:8,8,7,9,3,3,1,2,8,8,7,8,6,7,3,9,7,8,2,4,5,3,8,5,9,1,8,7,3,4
75:2,8,8,5,7,3,8,4,7,6,7,1,9,7,7,1,2,6,3,3,6,2,8,6,4,6,1,8,4,8
76:9,3,6,6,6,4,1,4,3,9,2,1,1,9,1,3,6,7,8,1,4,4,4,1,4,8,8,1,7,4
77:3,7,4,5,1,9,8,6,1,3,5,1,7,5,1,1,7,4,2,1,1,3,4,4,7,6,7,9,5,9
78:8,1,4,3,2,4,1,4,2,7,2,6,3,9,3,1,8,8,4,1,9,1,6,5,3,7,3,1,7,1
79:7,8,8,2,5,5,4,5,5,4,8,4,7,8,3,6,5,8,1,5,4,3,3,3,2,6,4,5,3,8
80:7,2,4,8,9,1,3,7,5,6,8,2,5,1,3,9,5,3,1,9,6,5,1,6,3,4,9,3,8,8
81:5,6,1,7,9,8,5,1,1,8,6,4,7,1,8,3,7,9,7,4,6,5,5,3,1,9,3,8,1,4
82:3,1,1,8,5,8,8,7,9,2,7,4,9,7,7,6,7,3,1,9,3,7,2,2,5,6,5,9,6,6
83:8,4,6,6,8,6,7,5,3,3,4,3,6,1,9,8,9,2,4,7,3,8,6,3,9,5,1,2,5,4
84:1,7,3,9,4,1,1,1,1,1,8,2,8,7,8,9,2,5,4,2,8,5,5,4,6,1,6,5,5,4
85:7,4,4,3,4,4,3,8,4,3,5,5,1,4,4,1,7,2,1,8,5,7,8,5,6,1,8,4,8,8
86:4,2,2,3,8,8,4,6,2,6,6,2,5,8,2,4,4,8,3,1,5,6,3,4,3,3,1,3,9,9
87:4,6,5,6,3,3,2,3,6,2,1,2,2,9,4,3,2,2,5,7,5,2,4,4,8,8,3,4,3,2
88:6,3,5,1,7,4,3,7,4,5,3,8,9,7,5,5,2,8,3,1,9,3,4,2,2,8,4,2,1,3
89:2,8,9,2,9,6,9,1,3,4,6,7,6,5,1,1,3,5,2,7,1,6,1,1,7,1,9,6,9,6
90:9,4,9,8,3,4,3,7,5,4,5,2,8,4,2,6,6,4,9,6,1,3,3,1,6,7,2,8,2,5
91:7,3,4,8,2,6,4,3,5,6,8,4,5,7,1,8,1,5,9,7,1,2,9,2,3,7,6,4,1,7
92:3,1,2,1,2,1,4,1,5,5,1,1,1,3,9,2,9,4,7,5,5,3,8,5,9,3,6,1,2,3
93:1,1,5,6,8,6,2,1,8,9,5,2,7,8,2,6,4,9,9,1,4,7,4,8,3,7,2,5,4,8
94:5,8,1,4,3,6,8,5,3,1,2,4,3,2,2,7,1,9,2,8,8,7,9,1,9,4,8,1,3,1
95:9,1,5,8,1,4,6,4,3,6,1,7,2,6,7,5,3,8,8,1,7,6,1,7,7,4,7,5,9,7
96:3,7,3,3,9,4,3,2,3,9,9,9,7,2,6,5,2,6,1,8,2,4,2,2,5,2,6,5,7,9
97:9,8,5,8,7,4,8,4,2,4,7,7,9,4,5,7,3,7,9,6,8,2,5,7,8,7,6,3,6,2
98:7,6,1,9,4,5,7,6,3,7,4,1,6,1,2,3,9,4,1,4,9,9,6,2,8,4,4,6,8,4
99:7,4,4,8,7,1,5,5,5,1,2,6,1,1,1,2,1,3,9,5,7,2,9,5,2,9,7,4,6,5
100:2,3,5,2,2,4,6,5,5,5,8,7,1,6,8,4,7,9,9,9,5,3,9,6,6,2,9,9,7,8
101:8,1,9,4,1,4,8,7,7,5,2,4,1,3,3,5,8,5,6,3,9,3,4,4,4,9,7,4,4,7
102:7,3,6,2,1,5,8,5,9,9,1,5,4,4,6,1,6,9,5,7,7,2,1,2,4,9,3,2,4,8
103:2,3,7,3,1,5,2,4,2,1,3,5,1,9,9,1,7,3,4,9,1,6,1,6,7,7,5,6,7,9
104:9,8,5,8,7,4,8,4,2,4,5,7,9,4,5,7,3,7,9,6,8,2,5,7,8,7,6,3,6,2
105:9,3,1,6,8,8,3,1,9,6,9,9,5,5,4,3,5,3,6,2,6,8,2,9,8,5,6,3,8,5
106:8,4,5,1,5,9,4,3,7,3,3,7,5,9,1,6,8,8,8,5,5,3,8,8,1,7,5,8,8,5
107:5,9,6,6,2,5,9,6,3,1,1,2,5,6,6,2,5,8,7,3,1,5,2,5,2,7,7,5,9,8
108:5,7,9,5,6,4,7,4,7,8,9,2,7,6,5,5,2,7,2,1,4,3,3,6,5,5,4,6,5,5
109:1,5,1,5,8,1,8,1,9,7,6,5,7,7,1,8,3,5,1,6,6,4,4,3,5,5,7,6,8,4
110:2,1,3,5,4,6,3,1,2,7,9,5,2,7,4,5,4,8,6,4,1,9,6,9,5,3,1,7,8,8
111:3,2,8,3,4,2,8,5,6,2,3,6,8,1,8,6,1,7,7,3,2,9,7,7,1,3,1,8,6,8
112:9,1,5,8,1,4,6,4,3,6,1,7,2,6,7,5,3,8,8,1,7,6,1,7,7,4,7,5,9,7
113:8,6,9,9,7,7,6,9,3,3,9,9,5,1,8,4,6,2,5,8,9,1,3,6,2,3,3,4,1,3
114:7,8,6,1,8,2,1,2,1,4,4,1,5,6,2,6,9,4,6,9,3,1,1,8,2,8,3,6,1,7
115:5,4,8,2,6,6,4,8,5,4,1,7,7,4,3,3,6,9,7,5,6,8,5,7,8,6,5,6,1,7
116:9,1,5,2,9,7,9,9,6,4,8,5,3,5,5,4,8,4,7,9,8,3,2,2,2,2,8,7,7,4
117:7,1,8,7,8,1,7,9,7,6,2,6,4,2,2,5,1,4,7,6,1,3,6,3,9,5,5,3,3,8
118:2,1,8,4,6,8,7,4,6,3,3,2,6,4,9,6,2,7,2,9,1,3,5,4,3,5,1,8,5,7
119:9,1,2,1,8,7,8,8,2,6,1,1,8,1,5,7,1,9,8,8,3,8,8,8,6,9,9,9,2,3
120:8,4,2,9,6,1,3,9,1,5,1,2,7,5,3,4,6,8,4,5,5,2,6,3,1,7,2,5,9,1
121:1,5,7,6,1,2,2,8,5,3,9,9,5,5,5,1,7,4,6,4,9,7,7,6,9,2,3,8,8,1
122:6,5,1,9,9,1,3,6,9,7,9,5,4,1,1,4,8,1,5,3,3,6,4,2,6,5,8,6,7,5
123:5,8,7,7,4,9,4,2,9,4,2,4,2,8,5,4,1,2,2,3,6,9,7,1,9,3,5,4,4,6
124:2,5,8,6,2,9,4,9,7,4,2,1,9,9,9,1,4,8,3,1,2,2,8,5,7,9,5,2,8,2
125:1,7,6,9,9,4,1,6,6,5,7,9,1,4,9,3,7,6,7,7,8,9,4,7,9,2,2,7,6,4
126:8,5,2,7,3,8,6,9,4,3,5,2,4,8,2,3,3,6,2,1,1,6,3,5,7,8,5,6,1,8
127:5,1,6,3,1,2,8,6,4,5,3,4,3,7,7,9,4,4,7,5,6,4,9,6,8,2,5,8,8,3
128:1,7,7,1,3,5,2,7,2,8,7,3,9,3,5,6,6,4,9,6,3,8,8,5,5,4,9,5,6,3
129:2,9,5,8,4,7,1,6,3,3,6,1,2,6,3,4,1,7,2,2,7,6,9,8,2,6,2,8,4,3
130:5,4,6,5,7,9,5,9,1,5,3,2,4,2,9,9,7,2,8,6,3,3,9,8,7,6,8,5,3,5
131:3,2,7,6,5,2,7,9,8,7,8,2,5,3,4,8,1,4,6,1,8,2,9,5,4,4,7,2,3,3
132:9,1,2,1,8,7,8,8,2,6,1,1,8,1,5,7,1,9,8,8,3,8,8,8,6,9,9,9,2,5
133:8,2,8,9,2,6,6,3,2,1,9,6,1,2,8,3,2,8,2,5,5,4,6,4,5,5,1,2,1,4
134:1,6,2,2,7,8,9,6,4,7,7,4,9,9,3,8,7,5,6,9,7,3,1,5,1,3,2,9,2,5
135:3,9,8,1,3,1,8,5,7,3,6,2,7,1,7,8,7,7,9,9,6,3,4,9,5,4,1,8,2,6
136:6,9,6,6,9,8,1,9,1,6,7,3,5,3,1,5,4,5,1,1,3,5,2,8,6,3,2,5,7,3
137:8,6,7,6,8,5,4,9,4,3,7,4,8,7,5,8,8,6,7,3,6,2,8,7,1,1,4,9,9,6
138:8,6,9,2,1,7,9,1,4,9,6,6,1,6,4,8,2,6,6,1,7,5,1,8,6,4,7,7,1,7
139:3,6,1,8,3,4,8,6,3,8,7,6,4,7,1,2,6,7,4,2,6,9,9,5,1,2,3,6,3,8
140:9,8,5,8,7,4,8,4,2,4,5,7,9,4,5,7,3,7,9,6,8,2,5,7,8,7,6,3,6,2
141:4,3,5,7,7,3,4,5,6,3,8,6,9,5,6,3,7,9,3,6,7,3,9,4,8,5,6,4,1,4
142:7,9,4,2,1,9,6,5,5,6,9,6,2,2,4,8,4,9,2,5,1,6,4,4,9,2,9,3,6,7
143:2,8,9,2,9,6,9,1,3,4,6,7,6,5,1,1,3,5,2,7,1,6,1,1,7,1,9,6,9,3
144:7,7,1,3,5,1,8,3,4,8,6,4,3,6,7,7,7,4,4,2,2,3,6,1,5,7,8,3,6,5
145:1,1,2,5,6,8,7,6,4,9,5,1,1,3,2,4,4,5,1,2,5,6,6,9,6,6,5,1,7,4
146:1,1,7,9,6,8,1,1,8,4,8,5,7,3,8,8,6,3,5,9,3,9,6,1,3,9,8,7,5,5
147:5,1,7,7,3,7,6,3,2,8,3,1,8,6,1,8,1,3,6,6,7,7,6,6,6,6,4,6,5,4
148:6,5,8,2,2,5,8,1,3,1,5,2,5,2,8,2,6,5,2,9,1,9,5,6,9,7,6,9,3,3
149:9,4,2,9,4,8,5,9,8,3,8,7,4,6,8,6,1,4,4,9,2,7,4,6,8,1,6,1,4,5
150:1,6,7,4,3,8,3,4,5,6,9,7,2,6,9,6,5,4,5,8,8,7,3,4,8,9,2,2,2,2
151:5,3,4,6,6,7,3,5,4,6,3,5,1,8,1,4,4,2,5,8,2,5,2,7,7,6,1,3,3,2
152:6,2,8,4,3,3,7,2,5,2,9,5,7,5,1,5,4,9,5,8,8,9,8,4,2,1,2,8,3,8
153:8,7,9,2,7,7,6,7,6,1,2,9,8,8,2,7,9,5,1,5,2,7,5,5,2,3,2,7,1,5
154:2,8,3,3,7,4,9,2,4,6,4,9,2,6,4,8,2,6,1,1,3,8,9,8,2,2,2,3,6,6
155:9,3,6,6,6,4,1,4,3,9,2,1,1,9,1,3,6,7,8,1,4,4,4,1,4,8,8,1,7,3
156:8,9,8,1,1,4,8,9,2,2,9,9,7,1,8,5,7,8,4,8,1,2,5,1,7,1,4,5,6,9
157:7,5,8,5,3,3,5,3,3,2,3,8,5,7,2,5,2,5,5,3,9,2,5,4,2,2,7,7,6,7
158:4,2,4,1,4,5,7,9,8,6,2,1,7,9,3,1,1,7,1,3,6,8,7,4,3,5,1,6,4,9
159:2,8,6,9,4,3,5,7,7,1,7,2,7,2,1,4,1,5,5,3,5,7,1,5,2,4,5,1,3,5
160:9,2,9,3,1,3,3,5,4,8,3,2,3,4,6,7,2,5,6,3,2,9,4,9,9,8,2,6,9,7
161:4,2,2,8,5,2,6,6,4,8,5,5,6,9,8,2,5,3,1,4,5,1,9,6,9,9,2,8,1,6
162:2,2,7,5,5,1,9,6,7,6,7,7,6,9,1,9,1,5,7,8,3,3,7,8,1,7,4,9,1,8
163:8,9,5,8,7,3,6,5,4,7,9,5,8,4,4,8,2,2,7,8,8,9,2,5,5,1,4,6,6,5
164:2,3,5,9,6,2,2,9,6,2,7,8,7,8,5,4,8,6,9,5,5,5,8,6,4,7,6,4,8,6
165:1,2,8,3,8,4,9,1,8,9,3,6,1,5,9,4,6,8,1,8,6,8,1,2,4,7,5,6,4,1
166:2,1,9,3,1,4,2,8,7,7,3,9,5,3,7,2,9,3,1,3,9,1,1,5,1,3,1,1,6,1
167:7,7,1,8,9,2,9,3,1,9,8,6,8,5,5,1,7,6,2,3,5,5,1,2,8,8,1,3,1,9
168:9,6,2,7,3,5,2,5,3,3,2,7,6,9,7,8,8,4,1,2,3,5,3,1,8,2,4,2,5,4
169:3,5,9,2,3,2,2,2,8,4,1,6,5,3,8,5,5,1,3,2,7,6,4,1,2,2,7,2,6,4
170:8,5,8,5,3,9,6,4,9,3,8,6,9,4,5,4,1,5,7,7,4,7,2,9,2,1,1,2,4,3
171:7,4,4,3,4,4,3,8,4,3,5,5,5,4,4,1,7,2,1,8,5,7,8,5,6,1,8,4,8,7
172:9,2,8,2,4,1,2,4,5,3,4,8,8,1,6,5,2,2,7,7,2,5,6,7,4,6,3,9,2,2
173:7,6,3,8,2,9,4,2,5,7,9,3,6,6,3,9,1,9,6,3,5,2,5,1,8,8,3,1,5,7
174:6,6,4,2,6,1,2,4,8,9,5,3,2,9,8,4,9,5,8,1,4,5,5,3,2,8,9,9,6,5
175:6,9,5,5,6,8,4,4,1,1,6,9,7,3,1,8,9,9,5,4,1,6,1,8,5,3,4,2,6,8
176:8,6,3,1,1,7,3,9,9,3,7,6,7,1,5,3,2,3,6,5,6,4,2,7,5,5,8,5,8,9
177:4,9,6,3,3,5,4,4,1,5,1,1,9,5,2,6,2,6,9,7,3,6,7,3,2,4,7,2,2,2
178:7,7,9,5,9,7,5,3,7,2,5,1,5,7,6,4,2,4,9,2,9,5,3,4,3,9,8,8,3,9
179:2,6,7,2,6,8,3,4,4,6,8,1,1,3,7,3,7,3,8,9,3,9,8,6,4,6,7,7,7,4
180:6,9,9,3,9,1,5,4,6,3,4,4,7,4,4,3,7,4,9,6,6,2,1,6,5,3,2,2,8,9
181:2,2,7,5,5,1,9,6,7,6,7,7,6,9,1,9,1,5,7,8,3,3,7,8,1,7,4,9,1,4
182:6,7,2,5,5,5,5,8,7,8,8,5,9,5,1,5,9,1,2,7,5,9,5,8,5,8,2,5,5,2
183:6,4,7,8,3,2,4,2,3,9,2,3,3,1,5,3,5,5,8,3,3,9,7,7,4,7,8,9,1,2
184:9,8,8,1,5,4,8,6,3,7,8,4,5,3,4,3,2,2,5,4,2,5,7,8,4,3,4,7,4,2
185:7,8,6,1,8,2,1,2,1,4,4,1,5,6,2,6,9,4,6,9,3,1,8,8,2,8,3,6,1,3
186:9,1,5,2,9,7,9,9,6,4,8,5,3,5,5,4,8,4,7,9,8,8,2,2,2,2,8,7,7,7
187:4,2,8,8,8,7,9,9,7,5,3,7,5,6,7,7,1,5,5,3,3,8,1,1,1,8,8,7,9,6
188:5,8,7,7,4,9,7,2,9,4,2,4,2,8,5,4,1,2,2,3,6,9,7,1,9,3,5,4,4,6
189:8,6,6,3,4,5,5,7,1,5,1,4,6,3,8,9,9,7,4,6,9,9,4,3,8,6,2,8,2,6
190:4,5,6,8,7,3,8,7,4,1,8,3,1,6,8,4,9,4,9,7,9,6,1,8,8,9,1,3,2,3
191:4,3,5,7,7,3,4,5,6,3,8,6,9,5,6,3,7,9,3,6,7,3,9,4,8,5,6,4,1,7
192:2,1,4,5,3,8,9,2,9,2,8,5,8,7,6,7,4,3,2,8,5,1,7,7,8,9,2,4,3,6
193:4,2,6,4,4,5,6,1,3,5,7,1,6,6,6,8,7,5,8,7,5,4,8,4,2,3,6,1,9,2
194:8,2,4,9,2,7,9,3,1,5,7,4,3,8,6,2,7,1,6,4,2,9,4,5,2,3,4,7,7,2
195:5,2,5,3,6,4,6,5,8,7,6,4,3,6,8,4,5,4,3,4,4,4,2,1,4,8,9,4,8,9
196:1,1,2,1,2,1,4,1,5,5,1,1,1,3,9,2,9,4,7,5,5,3,8,5,9,3,6,1,2,3
197:8,6,9,9,7,7,6,9,3,3,9,9,5,1,8,4,6,2,5,8,9,1,3,6,2,3,3,4,1,3
198:4,1,9,8,5,2,1,6,5,6,9,2,9,3,3,1,4,2,5,7,4,5,8,9,7,2,6,9,5,6
199:7,1,3,7,3,5,9,2,3,6,7,1,4,9,1,6,5,5,9,6,6,6,7,8,7,8,7,4,2,1
200:8,6,7,6,8,5,4,9,4,3,7,4,8,7,5,8,8,6,7,3,6,2,8,7,1,1,4,9,9,3
201:7,8,6,9,7,3,5,9,9,6,6,9,6,6,7,4,6,6,3,8,8,4,6,5,4,8,3,6,4,4
202:5,7,9,1,6,8,5,6,8,4,2,6,6,9,2,2,6,7,6,5,4,6,2,8,4,9,2,9,8,6
203:2,5,4,4,8,4,4,5,5,5,1,4,7,2,1,9,9,7,4,7,3,9,6,6,7,2,4,9,9,4
204:6,7,9,4,9,3,1,4,2,3,6,5,7,4,4,1,2,4,3,2,6,9,7,6,7,2,3,4,4,3
205:4,3,4,5,7,1,9,3,4,9,3,9,9,5,7,3,5,7,3,4,3,1,1,5,7,1,3,2,2,9
206:8,1,9,4,1,4,8,7,7,5,2,4,1,3,3,5,8,5,6,3,9,3,4,4,4,9,7,4,4,3
207:6,5,6,3,7,1,4,9,6,7,9,8,8,8,7,1,7,7,6,9,2,8,7,2,3,7,3,9,3,6
208:9,4,5,7,9,1,4,5,4,4,4,9,3,7,4,2,1,6,7,6,8,6,3,4,3,7,4,6,8,6
209:1,6,6,6,4,9,9,1,9,7,3,5,5,7,3,6,2,9,7,2,8,4,2,2,3,2,6,6,8,2
210:5,2,5,3,6,4,6,5,8,7,6,4,3,6,8,4,5,4,3,4,4,4,2,1,4,8,9,4,8,3
211:8,9,8,1,1,2,8,9,2,2,9,9,7,1,8,5,7,8,4,8,1,2,5,1,7,1,4,5,6,9
212:6,7,2,5,5,5,5,8,7,8,2,5,9,5,1,5,9,1,2,7,5,9,5,8,5,8,2,5,5,3
213:8,5,2,7,3,8,6,9,4,3,5,2,4,8,2,3,3,6,2,1,1,6,3,5,7,8,5,6,1,6
214:5,6,3,1,1,7,9,9,9,9,6,5,9,5,8,7,1,3,5,8,9,4,3,5,8,7,6,1,8,9
215:1,4,5,5,1,5,8,4,4,2,8,2,3,9,2,3,6,6,2,4,6,9,8,8,1,3,1,1,3,3
216:4,1,6,7,3,8,7,4,3,3,1,2,4,2,7,3,3,6,2,7,2,9,8,7,7,5,4,3,6,8
217:5,6,1,2,9,6,6,3,4,5,1,8,4,3,8,3,2,2,3,4,2,8,6,1,4,2,3,7,7,4
218:7,3,4,8,2,6,4,3,5,6,8,4,5,7,1,8,1,5,9,7,1,2,9,2,3,7,6,4,1,3
219:5,7,2,2,3,6,6,6,4,8,9,3,2,6,9,4,6,2,4,6,1,5,1,5,8,2,1,1,9,3
220:8,8,7,9,3,3,1,2,8,8,7,8,6,7,3,9,7,8,2,4,5,3,8,5,9,1,8,7,3,6
221:2,9,7,1,1,8,8,3,7,2,1,8,7,6,6,1,2,1,3,5,4,2,4,7,7,1,7,9,6,2
222:1,4,5,5,1,5,8,4,4,2,8,2,3,9,2,3,6,6,2,4,6,9,8,8,1,3,1,1,3,9
223:9,6,4,7,5,4,8,8,3,8,8,9,6,4,4,9,5,5,2,2,1,7,7,2,6,7,5,9,9,2
224:6,8,4,6,9,8,2,9,2,2,5,1,4,1,6,6,8,1,5,1,5,9,4,8,4,9,6,6,8,3
225:8,4,1,1,4,8,6,6,4,1,3,2,6,2,3,4,4,1,5,2,6,3,2,3,5,1,2,9,8,2
